job_id,arrival_time,runtime,cpu_demand,mem_demand,priority,deadline_time,scenario_id,job_class
0,0,3.16667,0.327404,0.406228,0,15.813643,scenario_002,short
1,0,4.885799,0.99821,1.0,0,8.399829,scenario_002,medium
2,1,13.763321,0.317192,0.440477,0,47.777343,scenario_002,medium
3,1,10.813978,0.611768,0.523706,1,27.476314,scenario_002,medium
4,2,1.073641,0.600999,0.670516,1,5.118188,scenario_002,short
5,2,6.454284,0.551708,0.988834,1,12.074039,scenario_002,medium
6,3,15.771627,0.447806,0.36059,0,88.365031,scenario_002,medium
7,4,3.842585,0.083691,0.244599,1,9.661229,scenario_002,short
8,4,9.502134,0.283033,0.358771,0,41.855822,scenario_002,medium
9,4,7.785844,0.41792,0.427053,1,25.994257,scenario_002,medium
10,5,7.167169,0.49411,0.271519,0,34.770429,scenario_002,medium
11,5,2.076387,0.32562,0.370512,1,6.921446,scenario_002,short
12,5,5.114324,0.634655,0.484353,2,14.986313,scenario_002,medium
13,5,1.509697,0.155347,0.588128,0,12.844445,scenario_002,short
14,6,2.084265,0.127318,0.437767,0,12.858246,scenario_002,short
15,6,1.660365,0.371004,0.356048,0,13.392139,scenario_002,short
16,6,23.67295,0.254097,0.313222,0,107.168038,scenario_002,long
17,6,21.187332,0.304755,0.216042,0,69.453063,scenario_002,long
18,8,2.521368,0.265964,0.794584,1,14.076982,scenario_002,short
19,8,8.040531,0.35326,0.473812,2,19.839327,scenario_002,medium
20,8,1.978998,0.133094,0.12349,0,11.698688,scenario_002,short
21,8,11.116102,0.128243,0.176813,0,39.986568,scenario_002,medium
22,8,1.367576,0.265015,0.135546,1,11.38598,scenario_002,short
23,9,14.291173,0.488925,0.434426,1,32.90768,scenario_002,medium
24,9,2.033489,0.386311,0.534419,0,13.294362,scenario_002,short
25,10,8.414762,0.573234,0.399767,1,30.346051,scenario_002,medium
26,10,34.718408,0.56319,0.444921,1,62.397644,scenario_002,long
27,10,1.939177,0.44522,0.559621,0,16.403652,scenario_002,short
28,11,6.634718,0.904686,1.0,0,29.113323,scenario_002,medium
29,11,1.793983,0.393747,0.969037,0,17.080445,scenario_002,short
30,11,2.292181,0.255783,0.134162,0,15.671746,scenario_002,short
31,14,5.901518,0.679737,0.516152,1,32.632667,scenario_002,medium
32,16,5.476227,0.21129,0.213975,0,26.439189,scenario_002,medium
33,16,12.218937,0.379385,0.626048,1,50.777624,scenario_002,medium
34,16,10.428531,0.60721,0.878948,1,42.036633,scenario_002,medium
35,16,1.18084,0.684776,0.625992,0,18.511232,scenario_002,short
36,17,2.119682,0.421349,0.813828,0,20.496877,scenario_002,short
37,18,1.907279,0.165233,0.610356,0,27.241383,scenario_002,short
38,19,7.53925,0.701974,0.646529,2,31.149053,scenario_002,medium
39,19,1.636193,0.401869,0.3578,1,23.105107,scenario_002,short
40,19,2.418523,0.3268,0.287207,1,26.814956,scenario_002,short
41,19,110.597651,0.93417,0.923422,1,359.411757,scenario_002,long
42,19,12.533753,1.0,1.0,0,79.167651,scenario_002,medium
43,20,6.424773,0.357618,0.408579,2,34.162905,scenario_002,medium
44,20,1.194304,0.38093,0.291247,1,23.165187,scenario_002,short
45,20,16.130169,0.309021,0.322052,0,90.277736,scenario_002,medium
46,20,1.399684,0.355297,0.553983,2,22.026591,scenario_002,short
47,21,2.018882,0.317774,0.761161,0,24.349465,scenario_002,short
48,22,6.989135,0.317395,0.374638,0,57.464689,scenario_002,medium
49,22,92.750621,1.0,0.883841,0,239.791622,scenario_002,long
50,22,1.888949,0.149217,0.340133,0,26.231717,scenario_002,short
51,22,1.102608,0.233447,0.388279,1,23.398561,scenario_002,short
52,23,3.862054,0.343722,0.806193,0,30.125187,scenario_002,medium
53,23,13.89575,0.749373,0.518361,0,70.721021,scenario_002,medium
54,23,11.451517,0.551533,0.535939,0,40.750457,scenario_002,medium
55,23,81.676029,0.897663,1.0,0,477.449395,scenario_002,long
56,24,1.640777,0.467121,0.418016,1,25.615186,scenario_002,short
57,24,48.369077,0.282924,0.293062,1,117.138499,scenario_002,long
58,25,7.523303,0.462687,0.51217,1,42.837407,scenario_002,medium
59,25,1.198179,0.866179,0.757716,2,27.295501,scenario_002,short
60,26,12.561902,0.620897,0.752985,0,60.356113,scenario_002,long
61,26,69.211568,0.940564,1.0,1,173.525079,scenario_002,long
62,26,2.537655,0.172108,0.419113,0,34.103337,scenario_002,short
63,27,21.343492,0.64036,0.471114,2,73.867393,scenario_002,long
64,27,2.648766,0.588739,0.843093,0,35.939653,scenario_002,short
65,27,2.183535,0.158948,0.084838,0,33.029487,scenario_002,short
66,28,16.752407,0.938495,1.0,0,94.6725,scenario_002,long
67,28,1.419583,0.154885,0.370816,0,33.160983,scenario_002,short
68,28,9.524021,0.580712,0.455326,0,46.854511,scenario_002,medium
69,29,46.398771,0.455763,0.462036,0,182.728462,scenario_002,long
70,29,5.29407,0.300688,0.765065,0,39.846286,scenario_002,medium
71,29,1.866474,0.279164,0.539513,0,39.225965,scenario_002,short
72,29,9.988482,0.408292,0.347677,0,59.484954,scenario_002,medium
73,30,1.890829,0.12621,0.256533,0,34.922744,scenario_002,short
74,30,6.145497,0.261045,0.276712,0,46.149544,scenario_002,medium
75,30,8.802638,0.216861,0.599871,0,51.806315,scenario_002,medium
76,30,1.583754,0.229214,0.314679,2,32.962247,scenario_002,short
77,31,7.28852,0.639446,0.616388,1,42.713715,scenario_002,medium
78,31,14.81629,0.936728,0.903472,2,48.69937,scenario_002,medium
79,32,1.55961,0.734211,0.771108,0,37.840431,scenario_002,short
80,32,1.788634,0.317926,0.462565,0,38.289779,scenario_002,short
81,32,12.118616,0.621671,0.597144,0,58.611457,scenario_002,medium
82,33,2.388011,0.559725,0.385815,1,40.866423,scenario_002,short
83,33,40.641848,0.483253,0.849336,2,123.912094,scenario_002,long
84,34,1.311912,0.664484,0.441424,2,35.042913,scenario_002,short
85,34,1.408564,0.517725,0.525243,2,36.903011,scenario_002,short
86,34,2.037576,0.200857,0.432284,0,41.343907,scenario_002,short
87,35,62.837142,0.264097,0.396926,2,106.911387,scenario_002,long
88,35,10.009143,0.537798,0.334651,0,59.037587,scenario_002,medium
89,35,5.435242,0.568807,0.660107,2,40.431159,scenario_002,medium
90,35,1.588807,0.288459,0.49623,0,38.208264,scenario_002,short
91,35,8.89281,0.841875,0.622681,2,44.467075,scenario_002,medium
92,36,21.399337,0.337768,0.222311,1,104.394706,scenario_002,long
93,36,1.257874,0.259675,0.530614,2,38.516472,scenario_002,short
94,36,1.582615,0.149495,0.329689,0,41.484485,scenario_002,short
95,37,1.870864,0.481105,0.901791,0,43.419362,scenario_002,short
