job_id,arrival_time,runtime,cpu_demand,mem_demand,priority,deadline_time,scenario_id,job_class
0,0,0.680621,0.268794,0.315449,2,1.0,scenario_001,short
1,0,1.279149,0.35892,0.487741,0,2.693172,scenario_001,short
2,0,11.475401,0.653251,0.413918,2,14.518599,scenario_001,medium
3,0,1.89196,0.741788,0.645318,2,1.080158,scenario_001,short
4,0,7.173569,0.482688,0.448788,2,11.260599,scenario_001,medium
5,0,8.756394,0.562495,0.684866,0,17.625464,scenario_001,medium
6,0,1.89915,0.336912,0.77343,2,1.787371,scenario_001,short
7,1,0.95826,0.380947,0.798044,0,3.500772,scenario_001,short
8,1,0.876399,0.410941,0.555951,2,2.37174,scenario_001,short
9,1,6.621617,0.78006,0.647685,0,24.540759,scenario_001,medium
10,1,1.102683,0.498367,0.778003,2,2.0,scenario_001,short
11,1,5.769456,0.557766,0.571051,0,22.794791,scenario_001,medium
12,1,1.570544,0.294023,0.854141,1,4.460147,scenario_001,short
13,1,20.412556,0.662638,0.526678,2,23.161805,scenario_001,medium
14,1,1.233978,0.479598,0.279828,0,5.090663,scenario_001,short
15,1,10.490675,0.305781,0.276998,2,9.186702,scenario_001,medium
16,2,10.143149,0.989215,0.868182,2,16.65022,scenario_001,medium
17,2,0.717365,0.525221,0.430103,0,4.680912,scenario_001,short
18,2,3.334798,0.411992,0.719547,2,5.720962,scenario_001,medium
19,2,2.069628,0.293649,1.0,0,12.902847,scenario_001,short
20,2,2.763692,0.147836,0.05,0,16.763814,scenario_001,short
21,2,15.555934,0.606697,0.762033,2,17.065856,scenario_001,medium
22,3,10.338564,0.187395,0.290315,0,50.72319,scenario_001,medium
23,3,1.285598,0.633583,0.502497,0,5.977637,scenario_001,short
24,3,1.475287,0.312756,0.78264,0,10.949641,scenario_001,short
25,3,0.961205,0.059207,0.391134,0,8.408868,scenario_001,short
26,3,1.085039,0.09998,0.197677,0,8.449883,scenario_001,short
27,3,0.843449,0.505372,0.541462,0,6.024954,scenario_001,short
28,3,1.943786,0.153391,0.104789,2,5.328589,scenario_001,short
29,3,1.138612,0.650405,0.723837,2,4.0,scenario_001,short
30,4,8.563544,1.0,0.817436,0,53.736462,scenario_001,medium
31,4,1.589112,0.711529,0.370286,1,5.396588,scenario_001,short
